PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"28649677","Outcome Prediction for Patient with High-Grade Gliomas from Brain Functional and Structural Networks","Liu L, Zhang H, Rekik I, Chen X, Wang Q, Shen D.","Med Image Comput Comput Assist Interv. 2016 Oct;9901:26-34. doi: 10.1007/978-3-319-46723-8_4. Epub 2016 Oct 2.","Liu L","Med Image Comput Comput Assist Interv","2016","2017/06/27","PMC5479332","NIHMS851217","10.1007/978-3-319-46723-8_4"
"31659178","Identification of a novel synthetic lethal vulnerability in non-small cell lung cancer by co-targeting TMPRSS4 and DDR1","Villalba M, Redin E, Exposito F, Pajares MJ, Sainz C, Hervas D, Guruceaga E, Diaz-Lagares A, Cirauqui C, Redrado M, Valencia K, de Andrea C, Jantus-Lewintre E, Camps C, Lopez-Lopez R, Lahoz A, Montuenga L, Pio R, Sandoval J, Calvo A.","Sci Rep. 2019 Oct 28;9(1):15400. doi: 10.1038/s41598-019-51066-3.","Villalba M","Sci Rep","2019","2019/10/30","PMC6817908","","10.1038/s41598-019-51066-3"
"35316217","Central nervous system immune interactome is a function of cancer lineage, tumor microenvironment, and STAT3 expression","Najem H, Ott M, Kassab C, Rao A, Rao G, Marisetty A, Sonabend AM, Horbinski C, Verhaak R, Shankar A, Krishnan SN, Varn FS, Arrieta VA, Gupta P, Ferguson SD, Huse JT, Fuller GN, Long JP, Winkowski DE, Freiberg BA, James CD, Platanias LC, Lesniak MS, Burks JK, Heimberger AB.","JCI Insight. 2022 May 9;7(9):e157612. doi: 10.1172/jci.insight.157612.","Najem H","JCI Insight","2022","2022/03/22","PMC9090258","","10.1172/jci.insight.157612"
"35031563","Inhibition of EZH2 transactivation function sensitizes solid tumors to genotoxic stress","Liao Y, Chen CH, Xiao T, de la Peña Avalos B, Dray EV, Cai C, Gao S, Shah N, Zhang Z, Feit A, Xue P, Liu Z, Yang M, Lee JH, Xu H, Li W, Mei S, Pierre RS, Shu S, Fei T, Duarte M, Zhao J, Bradner JE, Polyak K, Kantoff PW, Long H, Balk SP, Liu XS, Brown M, Xu K.","Proc Natl Acad Sci U S A. 2022 Jan 18;119(3):e2105898119. doi: 10.1073/pnas.2105898119.","Liao Y","Proc Natl Acad Sci U S A","2022","2022/01/15","PMC8784159","","10.1073/pnas.2105898119"
"35379333","Identification of novel lipid biomarkers in xmrk- and Myc-induced models of hepatocellular carcinoma in zebrafish","Monroe JD, Fraher D, Huang X, Mellett NA, Meikle PJ, Sinclair AJ, Lirette ST, Maihle NJ, Gong Z, Gibert Y.","Cancer Metab. 2022 Apr 4;10(1):7. doi: 10.1186/s40170-022-00283-y.","Monroe JD","Cancer Metab","2022","2022/04/05","PMC8981695","","10.1186/s40170-022-00283-y"
"35203384","A Transcriptional Link between HER2, JAM-A and FOXA1 in Breast Cancer","Cruz RGB, Madden SF, Brennan K, Hopkins AM.","Cells. 2022 Feb 19;11(4):735. doi: 10.3390/cells11040735.","Cruz RGB","Cells","2022","2022/02/25","PMC8870165","","10.3390/cells11040735"
"25057922","Network analysis of breast cancer progression and reversal using a tree-evolving network algorithm","Parikh AP, Curtis RE, Kuhn I, Becker-Weimann S, Bissell M, Xing EP, Wu W.","PLoS Comput Biol. 2014 Jul 24;10(7):e1003713. doi: 10.1371/journal.pcbi.1003713. eCollection 2014 Jul.","Parikh AP","PLoS Comput Biol","2014","2014/07/25","PMC4109850","","10.1371/journal.pcbi.1003713"
"35197475","Integrative molecular and clinical profiling of acral melanoma links focal amplification of 22q11.21 to metastasis","Farshidfar F, Rhrissorrakrai K, Levovitz C, Peng C, Knight J, Bacchiocchi A, Su J, Yin M, Sznol M, Ariyan S, Clune J, Olino K, Parida L, Nikolaus J, Zhang M, Zhao S, Wang Y, Huang G, Wan M, Li X, Cao J, Yan Q, Chen X, Newman AM, Halaban R.","Nat Commun. 2022 Feb 23;13(1):898. doi: 10.1038/s41467-022-28566-4.","Farshidfar F","Nat Commun","2022","2022/02/24","PMC8866401","","10.1038/s41467-022-28566-4"
"28260063","ADAM9 functions as a promoter of gastric cancer growth which is negatively and post-transcriptionally regulated by miR-126","Wang J, Zhou Y, Fei X, Chen X, Yan J, Liu B, Zhu Z.","Oncol Rep. 2017 Apr;37(4):2033-2040. doi: 10.3892/or.2017.5460. Epub 2017 Feb 16.","Wang J","Oncol Rep","2017","2017/03/06","","","10.3892/or.2017.5460"
"34735897","A novel strategy for combination of clofarabine and pictilisib is synergistic in gastric cancer","Khalafi S, Zhu S, Khurana R, Lohse I, Giordano S, Corso S, Al-Ali H, Brothers SP, Wahlestedt C, Schürer S, El-Rifai W.","Transl Oncol. 2022 Jan;15(1):101260. doi: 10.1016/j.tranon.2021.101260. Epub 2021 Nov 1.","Khalafi S","Transl Oncol","2022","2021/11/04","PMC8571525","","10.1016/j.tranon.2021.101260"
"27483382","Transcriptomic signatures of neuronal differentiation and their association with risk genes for autism spectrum and related neuropsychiatric disorders","Chiocchetti AG, Haslinger D, Stein JL, de la Torre-Ubieta L, Cocchi E, Rothämel T, Lindlar S, Waltes R, Fulda S, Geschwind DH, Freitag CM.","Transl Psychiatry. 2016 Aug 2;6(8):e864. doi: 10.1038/tp.2016.119.","Chiocchetti AG","Transl Psychiatry","2016","2016/08/03","PMC5022076","","10.1038/tp.2016.119"
"34997044","Novel ratio-metric features enable the identification of new driver genes across cancer types","Sudhakar M, Rengaswamy R, Raman K.","Sci Rep. 2022 Jan 7;12(1):5. doi: 10.1038/s41598-021-04015-y.","Sudhakar M","Sci Rep","2022","2022/01/08","PMC8741763","","10.1038/s41598-021-04015-y"
"28911111","Combinatorial ensemble miRNA target prediction of co-regulation networks with non-prediction data","Davis JA, Saunders SJ, Mann M, Backofen R.","Nucleic Acids Res. 2017 Sep 6;45(15):8745-8757. doi: 10.1093/nar/gkx605.","Davis JA","Nucleic Acids Res","2017","2017/09/16","PMC5587804","","10.1093/nar/gkx605"
"35359414","High-Grade Glioma Treatment Response Monitoring Biomarkers: A Position Statement on the Evidence Supporting the Use of Advanced MRI Techniques in the Clinic, and the Latest Bench-to-Bedside Developments. Part 1: Perfusion and Diffusion Techniques","Henriksen OM, Del Mar Álvarez-Torres M, Figueiredo P, Hangel G, Keil VC, Nechifor RE, Riemer F, Schmainda KM, Warnert EAH, Wiegers EC, Booth TC.","Front Oncol. 2022 Mar 3;12:810263. doi: 10.3389/fonc.2022.810263. eCollection 2022.","Henriksen OM","Front Oncol","2022","2022/04/01","PMC8961422","","10.3389/fonc.2022.810263"
"35205605","Second-Harmonic Generation Imaging Reveals Changes in Breast Tumor Collagen Induced by Neoadjuvant Chemotherapy","Desa DE, Wu W, Brown RM, Brown EB 4th, Hill RL, Turner BM, Brown EB 3rd.","Cancers (Basel). 2022 Feb 9;14(4):857. doi: 10.3390/cancers14040857.","Desa DE","Cancers (Basel)","2022","2022/02/25","PMC8869853","","10.3390/cancers14040857"
"31548386","Discovering long noncoding RNA predictors of anticancer drug sensitivity beyond protein-coding genes","Nath A, Lau EYT, Lee AM, Geeleher P, Cho WCS, Huang RS.","Proc Natl Acad Sci U S A. 2019 Oct 29;116(44):22020-22029. doi: 10.1073/pnas.1909998116. Epub 2019 Sep 23.","Nath A","Proc Natl Acad Sci U S A","2019","2019/09/25","PMC6825320","","10.1073/pnas.1909998116"
"24958706","Identification of novel Coxiella burnetii Icm/Dot effectors and genetic analysis of their involvement in modulating a mitogen-activated protein kinase pathway","Lifshitz Z, Burstein D, Schwartz K, Shuman HA, Pupko T, Segal G.","Infect Immun. 2014 Sep;82(9):3740-52. doi: 10.1128/IAI.01729-14. Epub 2014 Jun 23.","Lifshitz Z","Infect Immun","2014","2014/06/25","PMC4187803","","10.1128/IAI.01729-14"
"30071039","Germline single nucleotide polymorphisms in ERBB3 and BARD1 genes result in a worse relapse free survival response for HER2-positive breast cancer patients treated with adjuvant based docetaxel, carboplatin and trastuzumab (TCH)","Coté D, Eustace A, Toomey S, Cremona M, Milewska M, Furney S, Carr A, Fay J, Kay E, Kennedy S, Crown J, Hennessy B, Madden S.","PLoS One. 2018 Aug 2;13(8):e0200996. doi: 10.1371/journal.pone.0200996. eCollection 2018.","Coté D","PLoS One","2018","2018/08/03","PMC6071997","","10.1371/journal.pone.0200996"
"35409416","Protein Profiling of WERI-RB1 and Etoposide-Resistant WERI-ETOR Reveals New Insights into Topoisomerase Inhibitor Resistance in Retinoblastoma","Kakkassery V, Gemoll T, Kraemer MM, Sauer T, Tura A, Ranjbar M, Grisanti S, Joachim SC, Mergler S, Reinhard J.","Int J Mol Sci. 2022 Apr 6;23(7):4058. doi: 10.3390/ijms23074058.","Kakkassery V","Int J Mol Sci","2022","2022/04/12","PMC9000009","","10.3390/ijms23074058"
"32289884","Brain tumor classification of virtual NMR voxels based on realistic blood vessel-induced spin dephasing using support vector machines","Hahn A, Bode J, Schuhegger S, Krüwel T, Sturm VJF, Zhang K, Jende JME, Tews B, Heiland S, Bendszus M, Breckwoldt MO, Ziener CH, Kurz FT.","NMR Biomed. 2022 Apr;35(4):e4307. doi: 10.1002/nbm.4307. Epub 2020 Apr 14.","Hahn A","NMR Biomed","2022","2020/04/15","","","10.1002/nbm.4307"
"35075456","Selection analysis identifies unusual clustered mutational changes in Omicron lineage BA.1 that likely impact Spike function","Martin DP, Lytras S, Lucaci AG, Maier W, Grüning B, Shank SD, Weaver S, MacLean OA, Orton RJ, Lemey P, Boni MF, Tegally H, Harkins G, Scheepers C, Bhiman JN, Everatt J, Amoako DG, San JE, Giandhari J, Sigal A; NGS-SA, Williamson C, Hsiao NY, von Gottberg A, De Klerk A, Shafer RW, Robertson DL, Wilkinson RJ, Sewell BT, Lessells R, Nekrutenko A, Greaney AJ, Starr TN, Bloom JD, Murrell B, Wilkinson E, Gupta RK, de Oliveira T, Kosakovsky Pond SL.","bioRxiv. 2022 Jan 18:2022.01.14.476382. doi: 10.1101/2022.01.14.476382. Preprint.","Martin DP","bioRxiv","2022","2022/01/25","PMC8786225","","10.1101/2022.01.14.476382"
"30865716","Convolutional neural network for cell classification using microscope images of intracellular actin networks","Oei RW, Hou G, Liu F, Zhong J, Zhang J, An Z, Xu L, Yang Y.","PLoS One. 2019 Mar 13;14(3):e0213626. doi: 10.1371/journal.pone.0213626. eCollection 2019.","Oei RW","PLoS One","2019","2019/03/14","PMC6415833","","10.1371/journal.pone.0213626"
"35274907","Multicenter study of the clinicopathological features and recurrence risk prediction model of early-stage breast cancer with low-positive human epidermal growth factor receptor 2 expression in China (Chinese Society of Breast Surgery 021)","Xin L, Wu Q, Zhan C, Qin H, Xiang H, Xu L, Ye J, Duan X, Liu Y; Chinese Society of Breast Surgery (CSBrS), Chinese Society of Surgery of Chinese Medical Association.","Chin Med J (Engl). 2022 Mar 20;135(6):697-706. doi: 10.1097/CM9.0000000000002056.","Xin L","Chin Med J (Engl)","2022","2022/03/11","","","10.1097/CM9.0000000000002056"
"34845836","A new ALK inhibitor overcomes resistance to first- and second-generation inhibitors in NSCLC","Lu Y, Fan Z, Zhu SJ, Huang X, Zhuang Z, Li Y, Deng Z, Gao L, Hong X, Zhang T, Li L, Sun X, Huang W, Zhang J, Liu Y, Zhang B, Jiang J, Gui F, Wang Z, Li Q, Song S, Huang X, Wu Q, Chen L, Zhou D, Zhang J, Yun CH, Chen L, Deng X.","EMBO Mol Med. 2022 Jan 11;14(1):e14296. doi: 10.15252/emmm.202114296. Epub 2021 Nov 30.","Lu Y","EMBO Mol Med","2022","2021/11/30","PMC8749467","","10.15252/emmm.202114296"
"25726043","Factors associated with a poor response to gefitinib in the NEJ002 study: smoking and the L858R mutation","Fukuhara T, Maemondo M, Inoue A, Kobayashi K, Sugawara S, Oizumi S, Isobe H, Gemma A, Harada M, Yoshizawa H, Kinoshita I, Fujita Y, Saijo Y, Hagiwara K, Morita S, Nukiwa T.","Lung Cancer. 2015 May;88(2):181-6. doi: 10.1016/j.lungcan.2015.02.004. Epub 2015 Feb 9.","Fukuhara T","Lung Cancer","2015","2015/03/02","","","10.1016/j.lungcan.2015.02.004"
"30559455","CT Slice Thickness and Convolution Kernel Affect Performance of a Radiomic Model for Predicting EGFR Status in Non-Small Cell Lung Cancer: A Preliminary Study","Li Y, Lu L, Xiao M, Dercle L, Huang Y, Zhang Z, Schwartz LH, Li D, Zhao B.","Sci Rep. 2018 Dec 17;8(1):17913. doi: 10.1038/s41598-018-36421-0.","Li Y","Sci Rep","2018","2018/12/19","PMC6297245","","10.1038/s41598-018-36421-0"
"35108029","Intelligent Vacuum-Assisted Biopsy to Identify Breast Cancer Patients With Pathologic Complete Response (ypT0 and ypN0) After Neoadjuvant Systemic Treatment for Omission of Breast and Axillary Surgery","Pfob A, Sidey-Gibbons C, Rauch G, Thomas B, Schaefgen B, Kuemmel S, Reimer T, Hahn M, Thill M, Blohmer JU, Hackmann J, Malter W, Bekes I, Friedrichs K, Wojcinski S, Joos S, Paepke S, Degenhardt T, Rom J, Rody A, van Mackelenbergh M, Banys-Paluchowski M, Große R, Reinisch M, Karsten M, Golatta M, Heil J.","J Clin Oncol. 2022 Feb 2:JCO2102439. doi: 10.1200/JCO.21.02439. Online ahead of print.","Pfob A","J Clin Oncol","2022","2022/02/02","","","10.1200/JCO.21.02439"
"25243408","Quantification of the heterogeneity of prognostic cellular biomarkers in ewing sarcoma using automated image and random survival forest analysis","Bühnemann C, Li S, Yu H, Branford White H, Schäfer KL, Llombart-Bosch A, Machado I, Picci P, Hogendoorn PC, Athanasou NA, Noble JA, Hassan AB.","PLoS One. 2014 Sep 22;9(9):e107105. doi: 10.1371/journal.pone.0107105. eCollection 2014.","Bühnemann C","PLoS One","2014","2014/09/23","PMC4171480","","10.1371/journal.pone.0107105"
"30824185","Mathematical analysis of gefitinib resistance of lung adenocarcinoma caused by MET amplification","Ito T, Kumagai Y, Itano K, Maruyama T, Tamura K, Kawasaki S, Suzuki T, Murakami Y.","Biochem Biophys Res Commun. 2019 Apr 9;511(3):544-550. doi: 10.1016/j.bbrc.2019.02.086. Epub 2019 Feb 26.","Ito T","Biochem Biophys Res Commun","2019","2019/03/03","","","10.1016/j.bbrc.2019.02.086"
"35203699","PTML Modeling for Pancreatic Cancer Research: In Silico Design of Simultaneous Multi-Protein and Multi-Cell Inhibitors","Kleandrova VV, Speck-Planche A.","Biomedicines. 2022 Feb 18;10(2):491. doi: 10.3390/biomedicines10020491.","Kleandrova VV","Biomedicines","2022","2022/02/25","PMC8962338","","10.3390/biomedicines10020491"
"35079680","Vitamin D Modulation of Mitochondrial Oxidative Metabolism and mTOR Enforces Stress Adaptations and Anticancer Responses","Quigley M, Rieger S, Capobianco E, Wang Z, Zhao H, Hewison M, Lisse TS.","JBMR Plus. 2021 Dec 1;6(1):e10572. doi: 10.1002/jbm4.10572. eCollection 2022 Jan.","Quigley M","JBMR Plus","2021","2022/01/26","PMC8771003","","10.1002/jbm4.10572"
"35120576","Identification of a novel gene signature predicting response to first-line chemotherapy in BRCA wild-type high-grade serous ovarian cancer patients","Buttarelli M, Ciucci A, Palluzzi F, Raspaglio G, Marchetti C, Perrone E, Minucci A, Giacò L, Fagotti A, Scambia G, Gallo D.","J Exp Clin Cancer Res. 2022 Feb 4;41(1):50. doi: 10.1186/s13046-022-02265-w.","Buttarelli M","J Exp Clin Cancer Res","2022","2022/02/05","PMC8815250","","10.1186/s13046-022-02265-w"
"35500404","Phase 1 study of the liposomal formulation of eribulin (E7389-LF): Results from the breast cancer expansion cohort","Masuda N, Ono M, Mukohara T, Yasojima H, Shimoi T, Kobayashi K, Harano K, Mizutani M, Tanioka M, Takahashi S, Kogawa T, Suzuki T, Okumura S, Takase T, Nagai R, Semba T, Zhao ZM, Ren M, Yonemori K.","Eur J Cancer. 2022 Jun;168:108-118. doi: 10.1016/j.ejca.2022.03.004. Epub 2022 Apr 29.","Masuda N","Eur J Cancer","2022","2022/05/02","","","10.1016/j.ejca.2022.03.004"
"34319108","Metabolic Profiling Revealed Prediction Biomarkers for Infantile Hemangioma in Umbilical Cord Blood Sera: A Prospective Study","Jiang CH, Lin PF, Chen FC, Chen JY, Xie WJ, Li M, Hu XJ, Chen WL, Cheng Y, Lin XX.","J Proteome Res. 2022 Mar 4;21(3):822-832. doi: 10.1021/acs.jproteome.1c00430. Epub 2021 Jul 28.","Jiang CH","J Proteome Res","2022","2021/07/28","","","10.1021/acs.jproteome.1c00430"
"35578691","Machine Learning-Based Radiomics for Prediction of Epidermal Growth Factor Receptor Mutations in Lung Adenocarcinoma","Lu J, Ji X, Wang L, Jiang Y, Liu X, Ma Z, Ning Y, Dong J, Peng H, Sun F, Guo Z, Ji Y, Xing J, Lu Y, Lu D.","Dis Markers. 2022 May 7;2022:2056837. doi: 10.1155/2022/2056837. eCollection 2022.","Lu J","Dis Markers","2022","2022/05/17","PMC9107363","","10.1155/2022/2056837"
"35433426","Case Report: Molecular Profiling Assists in the Diagnosis and Treatment of Cancer of Unknown Primary","Yu B, Wang Q, Liu X, Hu S, Zhou L, Xu Q, Sun Y, Hu X, Luo Z, Zhang X.","Front Oncol. 2022 Mar 30;12:723140. doi: 10.3389/fonc.2022.723140. eCollection 2022.","Yu B","Front Oncol","2022","2022/04/18","PMC9005951","","10.3389/fonc.2022.723140"
"27402876","An intergenic risk locus containing an enhancer deletion in 2q35 modulates breast cancer risk by deregulating IGFBP5 expression","Wyszynski A, Hong CC, Lam K, Michailidou K, Lytle C, Yao S, Zhang Y, Bolla MK, Wang Q, Dennis J, Hopper JL, Southey MC, Schmidt MK, Broeks A, Muir K, Lophatananon A, Fasching PA, Beckmann MW, Peto J, Dos-Santos-Silva I, Sawyer EJ, Tomlinson I, Burwinkel B, Marme F, Guénel P, Truong T, Bojesen SE, Nordestgaard BG, González-Neira A, Benitez J, Neuhausen SL, Brenner H, Dieffenbach AK, Meindl A, Schmutzler RK, Brauch H; GENICA Network, Nevanlinna H, Khan S, Matsuo K, Ito H, Dörk T, Bogdanova NV, Lindblom A, Margolin S, Mannermaa A, Kosma VM; kConFab Investigators; Australian Ovarian Cancer Study Group, Wu AH, Van Den Berg D, Lambrechts D, Wildiers H, Chang-Claude J, Rudolph A, Radice P, Peterlongo P, Couch FJ, Olson JE, Giles GG, Milne RL, Haiman CA, Henderson BE, Dumont M, Teo SH, Wong TY, Kristensen V, Zheng W, Long J, Winqvist R, Pylkäs K, Andrulis IL, Knight JA, Devilee P, Seynaeve C, García-Closas M, Figueroa J, Klevebring D, Czene K, Hooning MJ, van den Ouweland AM, Darabi H, Shu XO, Gao YT, Cox A, Blot W, Signorello LB, Shah M, Kang D, Choi JY, Hartman M, Miao H, Hamann U, Jakubowska A, Lubinski J, Sangrajrang S, McKay J, Toland AE, Yannoukakos D, Shen CY, et al.","Hum Mol Genet. 2016 Sep 1;25(17):3863-3876. doi: 10.1093/hmg/ddw223. Epub 2016 Jul 11.","Wyszynski A","Hum Mol Genet","2016","2016/07/13","PMC5216618","","10.1093/hmg/ddw223"
"34380068","Circulating Mir-140 and leptin improve the accuracy of the differential diagnosis between psoriatic arthritis and rheumatoid arthritis: a case-control study","Cheleschi S, Tenti S, Bedogni G, Fioravanti A.","Transl Res. 2022 Jan;239:18-34. doi: 10.1016/j.trsl.2021.08.001. Epub 2021 Aug 8.","Cheleschi S","Transl Res","2022","2021/08/11","","","10.1016/j.trsl.2021.08.001"
"35018590","Outcomes of Sentinel Node Biopsy for Women with Breast Cancer After Neoadjuvant Therapy: Systematic Review and Meta-Analysis of Real-World Data","Lin SQ, Vo NP, Yen YC, Tam KW.","Ann Surg Oncol. 2022 May;29(5):3038-3049. doi: 10.1245/s10434-021-11297-z. Epub 2022 Jan 11.","Lin SQ","Ann Surg Oncol","2022","2022/01/12","","","10.1245/s10434-021-11297-z"
"35158838","Implications of Stemness Features in 1059 Hepatocellular Carcinoma Patients from Five Cohorts: Prognosis, Treatment Response, and Identification of Potential Compounds","Mai H, Xie H, Luo M, Hou J, Chen J, Hou J, Jiang DK.","Cancers (Basel). 2022 Jan 23;14(3):563. doi: 10.3390/cancers14030563.","Mai H","Cancers (Basel)","2022","2022/02/15","PMC8833508","","10.3390/cancers14030563"
"35425960","Preclinical In Vivo Validation of the RAD51 Test for Identification of Homologous Recombination-Deficient Tumors and Patient Stratification","Pellegrino B, Herencia-Ropero A, Llop-Guevara A, Pedretti F, Moles-Fernández A, Viaplana C, Villacampa G, Guzmán M, Rodríguez O, Grueso J, Jiménez J, Arenas EJ, Degasperi A, Dias JML, Forment JV, O'Connor MJ, Déas O, Cairo S, Zhou Y, Musolino A, Caldas C, Nik-Zainal S, Clarke RB, Nuciforo P, Díez O, Serres-Créixams X, Peg V, Espinosa-Bravo M, Macarulla T, Oaknin A, Mateo J, Arribas J, Dienstmann R, Bellet M, Oliveira M, Saura C, Gutiérrez-Enríquez S, Balmaña J, Serra V.","Cancer Res. 2022 Apr 15;82(8):1646-1657. doi: 10.1158/0008-5472.CAN-21-2409.","Pellegrino B","Cancer Res","2022","2022/04/15","PMC7612637","EMS143729","10.1158/0008-5472.CAN-21-2409"
"22473592","Phase II study of everolimus in patients with locally advanced or metastatic transitional cell carcinoma of the urothelial tract: clinical activity, molecular response, and biomarkers","Seront E, Rottey S, Sautois B, Kerger J, D'Hondt LA, Verschaeve V, Canon JL, Dopchie C, Vandenbulcke JM, Whenham N, Goeminne JC, Clausse M, Verhoeven D, Glorieux P, Branders S, Dupont P, Schoonjans J, Feron O, Machiels JP.","Ann Oncol. 2012 Oct;23(10):2663-2670. doi: 10.1093/annonc/mds057. Epub 2012 Apr 3.","Seront E","Ann Oncol","2012","2012/04/05","","","10.1093/annonc/mds057"
"35579511","Phase II Study of Ramucirumab Plus Irinotecan Combination Therapy as Second-Line Treatment in Patients with Advanced Gastric Cancer: HGCSG1603","Kawamoto Y, Yuki S, Sawada K, Nakamura M, Muto O, Sogabe S, Shindo Y, Ishiguro A, Sato A, Tsuji Y, Dazai M, Okuda H, Meguro T, Harada K, Sekiguchi M, Okada K, Ito YM, Sakata Y, Sakamoto N, Komatsu Y.","Oncologist. 2022 May 17:oyac086. doi: 10.1093/oncolo/oyac086. Online ahead of print.","Kawamoto Y","Oncologist","2022","2022/05/17","","","10.1093/oncolo/oyac086"
"34983745","Deconvolving Clinically Relevant Cellular Immune Cross-talk from Bulk Gene Expression Using CODEFACS and LIRICS Stratifies Patients with Melanoma to Anti-PD-1 Therapy","Wang K, Patkar S, Lee JS, Gertz EM, Robinson W, Schischlik F, Crawford DR, Schäffer AA, Ruppin E.","Cancer Discov. 2022 Apr 1;12(4):1088-1105. doi: 10.1158/2159-8290.CD-21-0887.","Wang K","Cancer Discov","2022","2022/01/05","PMC8983586","NIHMS1770717","10.1158/2159-8290.CD-21-0887"
"28708826","Intestinal stem cell overproliferation resulting from inactivation of the APC tumor suppressor requires the transcription cofactors Earthbound and Erect wing","Tian A, Benchabane H, Wang Z, Zimmerman C, Xin N, Perochon J, Kalna G, Sansom OJ, Cheng C, Cordero JB, Ahmed Y.","PLoS Genet. 2017 Jul 14;13(7):e1006870. doi: 10.1371/journal.pgen.1006870. eCollection 2017 Jul.","Tian A","PLoS Genet","2017","2017/07/15","PMC5510812","","10.1371/journal.pgen.1006870"
